*******************************************************************************************************************
* This Online Resource contains electronic supplemental material (ESM) accompanying the following article submitted to the
* International Journal of Biometeorology - Special Issue (UTCI):
*
* Deriving the Operational Procedure for the Universal Thermal Climate Index UTCI
* by
* Peter Bröde, Dusan Fiala, Krzysztof Blazejczyk, Ingvar Holmér, Gerd Jendritzky, Bernhard Kampmann, Birger Tinz, George Havenith
*
* Corresponding author:
* Peter Bröde
* Leibniz Research Centre for Working Environment and Human Factors (IfADo)
* Ardeystr. 67, 44139 Dortmund, Germany
* Phone +49 231 1084 225
* Fax +49 231 1084 400
* e-mail: broede@ifado.de 
*
* ESM 4: This TAB-delimited file tabulates values of the Offset (= UTCI - Ta) in °C for different input values of:
*    Ta:	air temperature in°C (range: -50 °C to +50 °C)
*    Tr-Ta:	difference between mean radiant temperature (Tr) and air temperature in °C (-30 °C to +70 °C)
*    va:	wind speed in m/s measured 10 m above ground level (0.5 m/s to 30.3 m/s)
*    rH:	relative humidity in % (5% to 100%)
*    pa:	water vapour pressure in kPa (0 kPa to 5 kPa)
*******************************************************************************************************************
Ta	Tr-Ta	va	rH	pa	Offset
-50	65	2.7	50	0.00	2.29
-50	65	2.7	100	0.01	2.29
-50	65	4.0	5	0.00	-4.15
-50	65	4.0	50	0.00	-4.15
-50	65	4.0	100	0.01	-4.15
-50	65	6.0	5	0.00	-11.67
-50	65	6.0	50	0.00	-11.67
-50	65	6.0	100	0.01	-11.67
-50	65	9.0	5	0.00	-20.69
-50	65	9.0	50	0.00	-20.69
-50	65	9.0	100	0.01	-20.69
-50	65	13.5	5	0.00	-32.08
-50	65	13.5	50	0.00	-32.08
-50	65	13.5	100	0.01	-32.08
-50	65	20.2	5	0.00	-44.76
-50	65	20.2	50	0.00	-44.76
-50	65	20.2	100	0.01	-44.76
-50	65	30.3	5	0.00	-57.00
-50	65	30.3	50	0.00	-57.00
-50	65	30.3	100	0.01	-57.00
-50	70	0.5	5	0.00	13.90
-50	70	0.5	50	0.00	13.90
-50	70	0.5	100	0.01	13.90
-50	70	0.8	5	0.00	13.25
-50	70	0.8	50	0.00	13.25
-50	70	0.8	100	0.01	13.25
-50	70	1.2	5	0.00	11.96
-50	70	1.2	50	0.00	11.96
-50	70	1.2	100	0.01	11.96
-50	70	1.8	5	0.00	8.96
-50	70	1.8	50	0.00	8.96
-50	70	1.8	100	0.01	8.96
-50	70	2.7	5	0.00	3.58
-50	70	2.7	50	0.00	3.58
-50	70	2.7	100	0.01	3.58
-50	70	4.0	5	0.00	-3.08
-50	70	4.0	50	0.00	-3.08
-50	70	4.0	100	0.01	-3.08
-50	70	6.0	5	0.00	-10.60
-50	70	6.0	50	0.00	-10.60
-50	70	6.0	100	0.01	-10.60
-50	70	9.0	5	0.00	-19.62
-50	70	9.0	50	0.00	-19.62
-50	70	9.0	100	0.01	-19.62
-50	70	13.5	5	0.00	-31.44
-50	70	13.5	50	0.00	-31.44
-50	70	13.5	100	0.01	-31.44
-50	70	20.2	5	0.00	-43.90
-50	70	20.2	50	0.00	-43.90
-50	70	20.2	100	0.01	-43.90
-50	70	30.3	5	0.00	-56.57
-50	70	30.3	50	0.00	-56.57
-50	70	30.3	100	0.01	-56.57
-49	-30	0.5	5	0.00	-2.79
-49	-30	0.5	50	0.00	-2.79
-49	-30	0.5	100	0.01	-2.79
-49	-30	0.8	5	0.00	-3.43
-49	-30	0.8	50	0.00	-3.43
-49	-30	0.8	100	0.01	-3.43
-49	-30	1.2	5	0.00	-4.29
-49	-30	1.2	50	0.00	-4.29
-49	-30	1.2	100	0.01	-4.29
-49	-30	1.8	5	0.00	-6.65
-49	-30	1.8	50	0.00	-6.65
-49	-30	1.8	100	0.01	-6.65
-49	-30	2.7	5	0.00	-10.74
-49	-30	2.7	50	0.00	-10.74
-49	-30	2.7	100	0.01	-10.74
-49	-30	4.0	5	0.00	-15.89
-49	-30	4.0	50	0.00	-15.89
-49	-30	4.0	100	0.01	-15.89
-49	-30	6.0	5	0.00	-21.91
-49	-30	6.0	50	0.00	-21.91
-49	-30	6.0	100	0.01	-21.91
-49	-30	9.0	5	0.00	-29.64
-49	-30	9.0	50	0.00	-29.64
-49	-30	9.0	100	0.01	-29.64
-49	-30	13.5	5	0.00	-39.31
-49	-30	13.5	50	0.00	-39.31
-49	-30	13.5	100	0.01	-39.31
-49	-30	20.2	5	0.00	-52.20
-49	-30	20.2	50	0.00	-52.20
-49	-30	20.2	100	0.01	-52.20
-49	-30	30.3	5	0.00	-62.08
-49	-30	30.3	50	0.00	-62.08
-49	-30	30.3	100	0.01	-62.08
-49	-25	0.5	5	0.00	-2.57
-49	-25	0.5	50	0.00	-2.57
-49	-25	0.5	100	0.01	-2.57
-49	-25	0.8	5	0.00	-2.79
-49	-25	0.8	50	0.00	-2.79
-49	-25	0.8	100	0.01	-2.79
-49	-25	1.2	5	0.00	-3.86
-49	-25	1.2	50	0.00	-3.86
-49	-25	1.2	100	0.01	-3.86
-49	-25	1.8	5	0.00	-6.22
-49	-25	1.8	50	0.00	-6.22
-49	-25	1.8	100	0.01	-6.22
-49	-25	2.7	5	0.00	-10.31
-49	-25	2.7	50	0.00	-10.31
-49	-25	2.7	100	0.01	-10.31
-49	-25	4.0	5	0.00	-15.68
-49	-25	4.0	50	0.00	-15.68
-49	-25	4.0	100	0.01	-15.68
-49	-25	6.0	5	0.00	-21.91
-49	-25	6.0	50	0.00	-21.91
-49	-25	6.0	100	0.01	-21.91
-49	-25	9.0	5	0.00	-29.43
-49	-25	9.0	50	0.00	-29.43
-49	-25	9.0	100	0.01	-29.43
-49	-25	13.5	5	0.00	-39.10
-49	-25	13.5	50	0.00	-39.10
-49	-25	13.5	100	0.01	-39.10
-49	-25	20.2	5	0.00	-51.99
-49	-25	20.2	50	0.00	-51.99
-49	-25	20.2	100	0.01	-51.99
-49	-25	30.3	5	0.00	-61.87
-49	-25	30.3	50	0.00	-61.87
-49	-25	30.3	100	0.01	-61.87
-49	-20	0.5	5	0.00	-2.14
-49	-20	0.5	50	0.00	-2.14
-49	-20	0.5	100	0.01	-2.14
-49	-20	0.8	5	0.00	-2.36
-49	-20	0.8	50	0.00	-2.36
-49	-20	0.8	100	0.01	-2.36
-49	-20	1.2	5	0.00	-3.43
-49	-20	1.2	50	0.00	-3.43
-49	-20	1.2	100	0.01	-3.43
-49	-20	1.8	5	0.00	-5.79
-49	-20	1.8	50	0.00	-5.79
-49	-20	1.8	100	0.01	-5.79
-49	-20	2.7	5	0.00	-10.09
-49	-20	2.7	50	0.00	-10.09
-49	-20	2.7	100	0.01	-10.09
-49	-20	4.0	5	0.00	-15.03
-49	-20	4.0	50	0.00	-15.03
-49	-20	4.0	100	0.01	-15.03
-49	-20	6.0	5	0.00	-21.69
-49	-20	6.0	50	0.00	-21.69
-49	-20	6.0	100	0.01	-21.69
-49	-20	9.0	5	0.00	-29.00
-49	-20	9.0	50	0.00	-29.00
-49	-20	9.0	100	0.01	-29.00
-49	-20	13.5	5	0.00	-38.88
-49	-20	13.5	50	0.00	-38.88
-49	-20	13.5	100	0.01	-38.88
-49	-20	20.2	5	0.00	-51.77
-49	-20	20.2	50	0.00	-51.77
-49	-20	20.2	100	0.01	-51.77
-49	-20	30.3	5	0.00	-61.87
-49	-20	30.3	50	0.00	-61.87
-49	-20	30.3	100	0.01	-61.87
-49	-15	0.5	5	0.00	-1.50
-49	-15	0.5	50	0.00	-1.50
-49	-15	0.5	100	0.01	-1.50
-49	-15	0.8	5	0.00	-1.93
-49	-15	0.8	50	0.00	-1.93
-49	-15	0.8	100	0.01	-1.93
-49	-15	1.2	5	0.00	-2.79
-49	-15	1.2	50	0.00	-2.79
-49	-15	1.2	100	0.01	-2.79
-49	-15	1.8	5	0.00	-5.37
-49	-15	1.8	50	0.00	-5.37
-49	-15	1.8	100	0.01	-5.37
-49	-15	2.7	5	0.00	-9.66
-49	-15	2.7	50	0.00	-9.66
-49	-15	2.7	100	0.01	-9.66
-49	-15	4.0	5	0.00	-14.60
-49	-15	4.0	50	0.00	-14.60
-49	-15	4.0	100	0.01	-14.60
-49	-15	6.0	5	0.00	-21.48
-49	-15	6.0	50	0.00	-21.48
-49	-15	6.0	100	0.01	-21.48
-49	-15	9.0	5	0.00	-28.78
-49	-15	9.0	50	0.00	-28.78
-49	-15	9.0	100	0.01	-28.78
-49	-15	13.5	5	0.00	-38.67
-49	-15	13.5	50	0.00	-38.67
-49	-15	13.5	100	0.01	-38.67
-49	-15	20.2	5	0.00	-51.34
-49	-15	20.2	50	0.00	-51.34
-49	-15	20.2	100	0.01	-51.34
-49	-15	30.3	5	0.00	-61.65
-49	-15	30.3	50	0.00	-61.65
-49	-15	30.3	100	0.01	-61.65
-49	-10	0.5	5	0.00	-1.07
-49	-10	0.5	50	0.00	-1.07
-49	-10	0.5	100	0.01	-1.07
-49	-10	0.8	5	0.00	-1.50
-49	-10	0.8	50	0.00	-1.50
-49	-10	0.8	100	0.01	-1.50
-49	-10	1.2	5	0.00	-2.57
-49	-10	1.2	50	0.00	-2.57
-49	-10	1.2	100	0.01	-2.57
-49	-10	1.8	5	0.00	-4.94
-49	-10	1.8	50	0.00	-4.94
-49	-10	1.8	100	0.01	-4.94
-49	-10	2.7	5	0.00	-9.02
-49	-10	2.7	50	0.00	-9.02
-49	-10	2.7	100	0.01	-9.02
-49	-10	4.0	5	0.00	-14.60
-49	-10	4.0	50	0.00	-14.60
-49	-10	4.0	100	0.01	-14.60
-49	-10	6.0	5	0.00	-21.05
-49	-10	6.0	50	0.00	-21.05
-49	-10	6.0	100	0.01	-21.05
-49	-10	9.0	5	0.00	-28.35
-49	-10	9.0	50	0.00	-28.35
-49	-10	9.0	100	0.01	-28.35
-49	-10	13.5	5	0.00	-38.45
-49	-10	13.5	50	0.00	-38.45
-49	-10	13.5	100	0.01	-38.45
-49	-10	20.2	5	0.00	-51.13
-49	-10	20.2	50	0.00	-51.13
-49	-10	20.2	100	0.01	-51.13
-49	-10	30.3	5	0.00	-61.65
-49	-10	30.3	50	0.00	-61.65
-49	-10	30.3	100	0.01	-61.65
-49	-5	0.5	5	0.00	-0.64
-49	-5	0.5	50	0.00	-0.64
-49	-5	0.5	100	0.01	-0.64
-49	-5	0.8	5	0.00	-0.85
-49	-5	0.8	50	0.00	-0.85
-49	-5	0.8	100	0.01	-0.85
-49	-5	1.2	5	0.00	-1.93
-49	-5	1.2	50	0.00	-1.93
-49	-5	1.2	100	0.01	-1.93
-49	-5	1.8	5	0.00	-4.29
-49	-5	1.8	50	0.00	-4.29
-49	-5	1.8	100	0.01	-4.29
-49	-5	2.7	5	0.00	-8.59
-49	-5	2.7	50	0.00	-8.59
-49	-5	2.7	100	0.01	-8.59
-49	-5	4.0	5	0.00	-13.96
-49	-5	4.0	50	0.00	-13.96
-49	-5	4.0	100	0.01	-13.96
-49	-5	6.0	5	0.00	-20.40
-49	-5	6.0	50	0.00	-20.40
-49	-5	6.0	100	0.01	-20.40
-49	-5	9.0	5	0.00	-27.92
-49	-5	9.0	50	0.00	-27.92
-49	-5	9.0	100	0.01	-27.92
-49	-5	13.5	5	0.00	-38.24
-49	-5	13.5	50	0.00	-38.24
-49	-5	13.5	100	0.01	-38.24
-49	-5	20.2	5	0.00	-50.91
-49	-5	20.2	50	0.00	-50.91
-49	-5	20.2	100	0.01	-50.91
-49	-5	30.3	5	0.00	-61.44
-49	-5	30.3	50	0.00	-61.44
-49	-5	30.3	100	0.01	-61.44
-49	0	0.5	5	0.00	0.01
-49	0	0.5	50	0.00	0.01
-49	0	0.5	100	0.01	0.22
-49	0	0.8	5	0.00	-0.42
-49	0	0.8	50	0.00	-0.42
-49	0	0.8	100	0.01	-0.42
-49	0	1.2	5	0.00	-1.50
-49	0	1.2	50	0.00	-1.50
-49	0	1.2	100	0.01	-1.50
-49	0	1.8	5	0.00	-3.86
-49	0	1.8	50	0.00	-3.86
-49	0	1.8	100	0.01	-3.86
-49	0	2.7	5	0.00	-8.16
-49	0	2.7	50	0.00	-8.16
-49	0	2.7	100	0.01	-8.16
-49	0	4.0	5	0.00	-13.31
-49	0	4.0	50	0.00	-13.31
-49	0	4.0	100	0.01	-13.31
-49	0	6.0	5	0.00	-19.97
-49	0	6.0	50	0.00	-19.97
-49	0	6.0	100	0.01	-19.97
-49	0	9.0	5	0.00	-27.49
-49	0	9.0	50	0.00	-27.49
-49	0	9.0	100	0.01	-27.49
-49	0	13.5	5	0.00	-37.81
-49	0	13.5	50	0.00	-37.59
-49	0	13.5	100	0.01	-37.59
-49	0	20.2	5	0.00	-50.70
-49	0	20.2	50	0.00	-50.70
-49	0	20.2	100	0.01	-50.70
-49	0	30.3	5	0.00	-61.22
-49	0	30.3	50	0.00	-61.22
-49	0	30.3	100	0.01	-61.22
-49	5	0.5	5	0.00	0.87
-49	5	0.5	50	0.00	0.87
-49	5	0.5	100	0.01	0.87
-49	5	0.8	5	0.00	0.22
-49	5	0.8	50	0.00	0.22
-49	5	0.8	100	0.01	0.22
-49	5	1.2	5	0.00	-0.85
-49	5	1.2	50	0.00	-0.85
-49	5	1.2	100	0.01	-0.85
-49	5	1.8	5	0.00	-3.00
-49	5	1.8	50	0.00	-3.00
-49	5	1.8	100	0.01	-3.00
-49	5	2.7	5	0.00	-7.51
-49	5	2.7	50	0.00	-7.51
-49	5	2.7	100	0.01	-7.51
-49	5	4.0	5	0.00	-13.10
-49	5	4.0	50	0.00	-13.10
-49	5	4.0	100	0.01	-13.10
-49	5	6.0	5	0.00	-19.33
-49	5	6.0	50	0.00	-19.33
-49	5	6.0	100	0.01	-19.33
-49	5	9.0	5	0.00	-27.28
-49	5	9.0	50	0.00	-27.28
-49	5	9.0	100	0.01	-27.28
-49	5	13.5	5	0.00	-37.38
-49	5	13.5	50	0.00	-37.38
-49	5	13.5	100	0.01	-37.38
-49	5	20.2	5	0.00	-50.27
-49	5	20.2	50	0.00	-50.27
-49	5	20.2	100	0.01	-50.27
-49	5	30.3	5	0.00	-61.01
-49	5	30.3	50	0.00	-61.01
-49	5	30.3	100	0.01	-61.01
-49	10	0.5	5	0.00	1.29
-49	10	0.5	50	0.00	1.29
-49	10	0.5	100	0.01	1.29
-49	10	0.8	5	0.00	1.08
-49	10	0.8	50	0.00	1.08
-49	10	0.8	100	0.01	1.08
-49	10	1.2	5	0.00	0.01
-49	10	1.2	50	0.00	0.01
-49	10	1.2	100	0.01	0.01
-49	10	1.8	5	0.00	-2.79
-49	10	1.8	50	0.00	-2.79
-49	10	1.8	100	0.01	-2.79
-49	10	2.7	5	0.00	-6.87
-49	10	2.7	50	0.00	-6.87
-49	10	2.7	100	0.01	-6.87
-49	10	4.0	5	0.00	-12.24
-49	10	4.0	50	0.00	-12.24
-49	10	4.0	100	0.01	-12.24
-49	10	6.0	5	0.00	-19.12
-49	10	6.0	50	0.00	-19.12
-49	10	6.0	100	0.01	-19.12
-49	10	9.0	5	0.00	-26.85
-49	10	9.0	50	0.00	-26.85
-49	10	9.0	100	0.01	-26.85
-49	10	13.5	5	0.00	-37.16
-49	10	13.5	50	0.00	-37.16
-49	10	13.5	100	0.01	-37.16
-49	10	20.2	5	0.00	-50.05
-49	10	20.2	50	0.00	-50.05
-49	10	20.2	100	0.01	-50.05
-49	10	30.3	5	0.00	-61.01
-49	10	30.3	50	0.00	-61.01
-49	10	30.3	100	0.01	-61.01
-49	15	0.5	5	0.00	2.15
-49	15	0.5	50	0.00	2.15
-49	15	0.5	100	0.01	2.15
-49	15	0.8	5	0.00	1.51
-49	15	0.8	50	0.00	1.51
-49	15	0.8	100	0.01	1.51
-49	15	1.2	5	0.00	0.87
-49	15	1.2	50	0.00	0.87
-49	15	1.2	100	0.01	0.87
-49	15	1.8	5	0.00	-1.50
-49	15	1.8	50	0.00	-1.50
-49	15	1.8	100	0.01	-1.50
-49	15	2.7	5	0.00	-6.22
-49	15	2.7	50	0.00	-6.22
-49	15	2.7	100	0.01	-6.22
-49	15	4.0	5	0.00	-11.81
-49	15	4.0	50	0.00	-11.81
-49	15	4.0	100	0.01	-11.81
-49	15	6.0	5	0.00	-18.69
-49	15	6.0	50	0.00	-18.69
-49	15	6.0	100	0.01	-18.47
-49	15	9.0	5	0.00	-26.42
-49	15	9.0	50	0.00	-26.42
-49	15	9.0	100	0.01	-26.42
-49	15	13.5	5	0.00	-36.73
-49	15	13.5	50	0.00	-36.73
-49	15	13.5	100	0.01	-36.73
-49	15	20.2	5	0.00	-49.62
-49	15	20.2	50	0.00	-49.62
-49	15	20.2	100	0.01	-49.62
-49	15	30.3	5	0.00	-60.79
-49	15	30.3	50	0.00	-60.79
-49	15	30.3	100	0.01	-60.79
-49	20	0.5	5	0.00	3.01
-49	20	0.5	50	0.00	3.01
-49	20	0.5	100	0.01	3.01
-49	20	0.8	5	0.00	2.37
-49	20	0.8	50	0.00	2.37
-49	20	0.8	100	0.01	2.37
-49	20	1.2	5	0.00	1.29
-49	20	1.2	50	0.00	1.29
-49	20	1.2	100	0.01	1.29
-49	20	1.8	5	0.00	-0.85
-49	20	1.8	50	0.00	-0.85
-49	20	1.8	100	0.01	-0.85
-49	20	2.7	5	0.00	-5.58
-49	20	2.7	50	0.00	-5.58
-49	20	2.7	100	0.01	-5.58
-49	20	4.0	5	0.00	-11.17
-49	20	4.0	50	0.00	-11.17
-49	20	4.0	100	0.01	-11.17
-49	20	6.0	5	0.00	-18.04
-49	20	6.0	50	0.00	-18.04
-49	20	6.0	100	0.01	-18.04
-49	20	9.0	5	0.00	-25.78
-49	20	9.0	50	0.00	-25.78
-49	20	9.0	100	0.01	-25.78
-49	20	13.5	5	0.00	-36.30
-49	20	13.5	50	0.00	-36.30
-49	20	13.5	100	0.01	-36.30
-49	20	20.2	5	0.00	-48.98
-49	20	20.2	50	0.00	-48.98
-49	20	20.2	100	0.01	-48.98
-49	20	30.3	5	0.00	-60.58
-49	20	30.3	50	0.00	-60.58
-49	20	30.3	100	0.01	-60.58
-49	25	0.5	5	0.00	3.66
-49	25	0.5	50	0.00	3.66
-49	25	0.5	100	0.01	3.66
-49	25	0.8	5	0.00	3.23
-49	25	0.8	50	0.00	3.23
-49	25	0.8	100	0.01	3.23
-49	25	1.2	5	0.00	2.37
-49	25	1.2	50	0.00	2.37
-49	25	1.2	100	0.01	2.37
-49	25	1.8	5	0.00	-0.21
-49	25	1.8	50	0.00	-0.21
-49	25	1.8	100	0.01	-0.21
-49	25	2.7	5	0.00	-4.94
-49	25	2.7	50	0.00	-4.94
-49	25	2.7	100	0.01	-4.94
-49	25	4.0	5	0.00	-10.52
-49	25	4.0	50	0.00	-10.52
-49	25	4.0	100	0.01	-10.52
-49	25	6.0	5	0.00	-17.40
-49	25	6.0	50	0.00	-17.40
-49	25	6.0	100	0.01	-17.40
-49	25	9.0	5	0.00	-25.13
-49	25	9.0	50	0.00	-25.13
-49	25	9.0	100	0.01	-25.13
-49	25	13.5	5	0.00	-36.09
-49	25	13.5	50	0.00	-36.09
-49	25	13.5	100	0.01	-36.09
-49	25	20.2	5	0.00	-48.55
-49	25	20.2	50	0.00	-48.55
-49	25	20.2	100	0.01	-48.55
-49	25	30.3	5	0.00	-60.15
-49	25	30.3	50	0.00	-60.15
-49	25	30.3	100	0.01	-60.15
-49	30	0.5	5	0.00	4.52
-49	30	0.5	50	0.00	4.52
-49	30	0.5	100	0.01	4.52
-49	30	0.8	5	0.00	4.30
-49	30	0.8	50	0.00	4.30
-49	30	0.8	100	0.01	4.30
-49	30	1.2	5	0.00	3.01
-49	30	1.2	50	0.00	3.01
-49	30	1.2	100	0.01	3.23
-49	30	1.8	5	0.00	0.65
-49	30	1.8	50	0.00	0.65
-49	30	1.8	100	0.01	0.65
-49	30	2.7	5	0.00	-4.08
-49	30	2.7	50	0.00	-4.08
-49	30	2.7	100	0.01	-4.08
-49	30	4.0	5	0.00	-10.09
-49	30	4.0	50	0.00	-10.09
-49	30	4.0	100	0.01	-10.09
-49	30	6.0	5	0.00	-16.75
-49	30	6.0	50	0.00	-16.75
-49	30	6.0	100	0.01	-16.75
-49	30	9.0	5	0.00	-24.70
-49	30	9.0	50	0.00	-24.70
-49	30	9.0	100	0.01	-24.70
-49	30	13.5	5	0.00	-35.66
-49	30	13.5	50	0.00	-35.66
-49	30	13.5	100	0.01	-35.66
-49	30	20.2	5	0.00	-48.12
-49	30	20.2	50	0.00	-47.90
-49	30	20.2	100	0.01	-47.90
-49	30	30.3	5	0.00	-59.72
-49	30	30.3	50	0.00	-59.72
-49	30	30.3	100	0.01	-59.72
-49	35	0.5	5	0.00	5.59
-49	35	0.5	50	0.00	5.59
-49	35	0.5	100	0.01	5.59
-49	35	0.8	5	0.00	5.16
-49	35	0.8	50	0.00	5.16
-49	35	0.8	100	0.01	5.16
-49	35	1.2	5	0.00	3.87
-49	35	1.2	50	0.00	3.87
-49	35	1.2	100	0.01	3.87
-49	35	1.8	5	0.00	1.29
-49	35	1.8	50	0.00	1.29
-49	35	1.8	100	0.01	1.29
-49	35	2.7	5	0.00	-3.22
-49	35	2.7	50	0.00	-3.22
-49	35	2.7	100	0.01	-3.22
-49	35	4.0	5	0.00	-9.23
-49	35	4.0	50	0.00	-9.23
-49	35	4.0	100	0.01	-9.23
-49	35	6.0	5	0.00	-16.11
-49	35	6.0	50	0.00	-16.11
-49	35	6.0	100	0.01	-16.11
-49	35	9.0	5	0.00	-24.27
-49	35	9.0	50	0.00	-24.27
-49	35	9.0	100	0.01	-24.27
-49	35	13.5	5	0.00	-35.23
-49	35	13.5	50	0.00	-35.23
-49	35	13.5	100	0.01	-35.23
-49	35	20.2	5	0.00	-47.69
-49	35	20.2	50	0.00	-47.69
-49	35	20.2	100	0.01	-47.69
-49	35	30.3	5	0.00	-59.51
-49	35	30.3	50	0.00	-59.51
-49	35	30.3	100	0.01	-59.51
-49	40	0.5	5	0.00	6.45
-49	40	0.5	50	0.00	6.45
-49	40	0.5	100	0.01	6.45
-49	40	0.8	5	0.00	6.02
-49	40	0.8	50	0.00	6.02
-49	40	0.8	100	0.01	6.02
-49	40	1.2	5	0.00	4.73
-49	40	1.2	50	0.00	4.73
-49	40	1.2	100	0.01	4.73
-49	40	1.8	5	0.00	2.37
-49	40	1.8	50	0.00	2.37
-49	40	1.8	100	0.01	2.37
-49	40	2.7	5	0.00	-2.36
-49	40	2.7	50	0.00	-2.36
-49	40	2.7	100	0.01	-2.36
-49	40	4.0	5	0.00	-8.37
-49	40	4.0	50	0.00	-8.37
-49	40	4.0	100	0.01	-8.37
-49	40	6.0	5	0.00	-15.46
-49	40	6.0	50	0.00	-15.46
-49	40	6.0	100	0.01	-15.46
-49	40	9.0	5	0.00	-23.63
-49	40	9.0	50	0.00	-23.63
-49	40	9.0	100	0.01	-23.63
-49	40	13.5	5	0.00	-34.37
-49	40	13.5	50	0.00	-34.37
-49	40	13.5	100	0.01	-34.37
-49	40	20.2	5	0.00	-47.04
-49	40	20.2	50	0.00	-47.04
-49	40	20.2	100	0.01	-47.04
-49	40	30.3	5	0.00	-59.08
-49	40	30.3	50	0.00	-59.08
-49	40	30.3	100	0.01	-58.86
-49	45	0.5	5	0.00	7.31
-49	45	0.5	50	0.00	7.31
-49	45	0.5	100	0.01	7.31
-49	45	0.8	5	0.00	7.10
-49	45	0.8	50	0.00	7.10
-49	45	0.8	100	0.01	7.10
-49	45	1.2	5	0.00	5.81
-49	45	1.2	50	0.00	5.81
-49	45	1.2	100	0.01	5.81
-49	45	1.8	5	0.00	3.23
-49	45	1.8	50	0.00	3.23
-49	45	1.8	100	0.01	3.23
-49	45	2.7	5	0.00	-1.50
-49	45	2.7	50	0.00	-1.50
-49	45	2.7	100	0.01	-1.50
-49	45	4.0	5	0.00	-7.51
-49	45	4.0	50	0.00	-7.51
-49	45	4.0	100	0.01	-7.51
-49	45	6.0	5	0.00	-14.60
-49	45	6.0	50	0.00	-14.60
-49	45	6.0	100	0.01	-14.60
-49	45	9.0	5	0.00	-23.20
-49	45	9.0	50	0.00	-23.20
-49	45	9.0	100	0.01	-23.20
-49	45	13.5	5	0.00	-34.15
-49	45	13.5	50	0.00	-34.15
-49	45	13.5	100	0.01	-34.15
-49	45	20.2	5	0.00	-46.62
-49	45	20.2	50	0.00	-46.62
-49	45	20.2	100	0.01	-46.62
-49	45	30.3	5	0.00	-58.43
-49	45	30.3	50	0.00	-58.43
-49	45	30.3	100	0.01	-58.43
-49	50	0.5	5	0.00	8.81
-49	50	0.5	50	0.00	8.81
-49	50	0.5	100	0.01	8.81
-49	50	0.8	5	0.00	8.38
-49	50	0.8	50	0.00	8.38
-49	50	0.8	100	0.01	8.38
-49	50	1.2	5	0.00	7.10
-49	50	1.2	50	0.00	7.10
-49	50	1.2	100	0.01	7.10
-49	50	1.8	5	0.00	4.30
-49	50	1.8	50	0.00	4.30
-49	50	1.8	100	0.01	4.30
-49	50	2.7	5	0.00	-0.42
-49	50	2.7	50	0.00	-0.42
-49	50	2.7	100	0.01	-0.42
-49	50	4.0	5	0.00	-6.65
-49	50	4.0	50	0.00	-6.65
-49	50	4.0	100	0.01	-6.65
-49	50	6.0	5	0.00	-13.74
-49	50	6.0	50	0.00	-13.74
-49	50	6.0	100	0.01	-13.74
-49	50	9.0	5	0.00	-22.34
-49	50	9.0	50	0.00	-22.34
-49	50	9.0	100	0.01	-22.34
-49	50	13.5	5	0.00	-33.29
-49	50	13.5	50	0.00	-33.29
-49	50	13.5	100	0.01	-33.29
-49	50	20.2	5	0.00	-45.97
-49	50	20.2	50	0.00	-45.97
-49	50	20.2	100	0.01	-45.97
-49	50	30.3	5	0.00	-58.00
-49	50	30.3	50	0.00	-58.00
-49	50	30.3	100	0.01	-58.00
-49	55	0.5	5	0.00	9.89
-49	55	0.5	50	0.00	9.89
-49	55	0.5	100	0.01	10.10
-49	55	0.8	5	0.00	9.46
-49	55	0.8	50	0.00	9.46
-49	55	0.8	100	0.01	9.46
-49	55	1.2	5	0.00	8.17
-49	55	1.2	50	0.00	8.17
-49	55	1.2	100	0.01	8.17
-49	55	1.8	5	0.00	5.38
-49	55	1.8	50	0.00	5.38
-49	55	1.8	100	0.01	5.38
-49	55	2.7	5	0.00	0.22
-49	55	2.7	50	0.00	0.22
-49	55	2.7	100	0.01	0.22
-49	55	4.0	5	0.00	-5.58
-49	55	4.0	50	0.00	-5.58
-49	55	4.0	100	0.01	-5.58
-49	55	6.0	5	0.00	-13.31
-49	55	6.0	50	0.00	-13.10
-49	55	6.0	100	0.01	-13.10
-49	55	9.0	5	0.00	-21.69
-49	55	9.0	50	0.00	-21.69
-49	55	9.0	100	0.01	-21.69
-49	55	13.5	5	0.00	-33.08
-49	55	13.5	50	0.00	-33.08
-49	55	13.5	100	0.01	-33.08
-49	55	20.2	5	0.00	-45.11
-49	55	20.2	50	0.00	-45.11
-49	55	20.2	100	0.01	-45.11
-49	55	30.3	5	0.00	-57.57
-49	55	30.3	50	0.00	-57.57
-49	55	30.3	100	0.01	-57.57
-49	60	0.5	5	0.00	11.18
-49	60	0.5	50	0.00	11.18
-49	60	0.5	100	0.01	11.18
-49	60	0.8	5	0.00	10.53
-49	60	0.8	50	0.00	10.53
-49	60	0.8	100	0.01	10.53
-49	60	1.2	5	0.00	9.46
-49	60	1.2	50	0.00	9.46
-49	60	1.2	100	0.01	9.46
-49	60	1.8	5	0.00	6.67
-49	60	1.8	50	0.00	6.67
-49	60	1.8	100	0.01	6.67
-49	60	2.7	5	0.00	1.29
-49	60	2.7	50	0.00	1.29
-49	60	2.7	100	0.01	1.29
-49	60	4.0	5	0.00	-4.94
-49	60	4.0	50	0.00	-4.94
-49	60	4.0	100	0.01	-4.94
-49	60	6.0	5	0.00	-12.24
-49	60	6.0	50	0.00	-12.24
-49	60	6.0	100	0.01	-12.24
-49	60	9.0	5	0.00	-21.05
